"team_g","team_s","team_b","aa_g","aa_s","aa_b","event_g","event_s","event_b"
0,0,0,0,0,0,0,0.357142857142857,0.785714285714286
0,0,0,0,0,0,0,0.142857142857143,0.357142857142857
0,0,0,0,0,0,0,0.142857142857143,0.285714285714286
0,0.107142857142857,0.964285714285714,0,0,0.0714285714285714,0,0.142857142857143,0.785714285714286
0,0,0,0,0,0,0,0.142857142857143,0.285714285714286
0,0,0,0,0,0,0,0.357142857142857,0.857142857142857
0,0,0,0,0,0,0,0.357142857142857,0.785714285714286
0,0.107142857142857,0.964285714285714,0,0,0.0714285714285714,0,0.357142857142857,1.28571428571429
0,0,0,0,0,0,0,0.357142857142857,0.785714285714286
0,0,0,0,0,0,0,0.142857142857143,0.357142857142857
0,0.107142857142857,0.964285714285714,0,0,0.0714285714285714,0,0.142857142857143,0.857142857142857
0,0,0,0,0,0,0,0.142857142857143,0.357142857142857
0,0.107142857142857,0.964285714285714,0,0,0.0714285714285714,0,0.142857142857143,0.785714285714286
0,0,0,0,0,0,0,0.142857142857143,0.285714285714286
0,0.107142857142857,0.964285714285714,0,0,0.0714285714285714,0,0.142857142857143,0.785714285714286
0,0,0,0,0,0,0,0.285714285714286,0.857142857142857
0,0,0,0,0,0,0,0.285714285714286,0.785714285714286
0,0.107142857142857,0.964285714285714,0,0,0.0714285714285714,0,0.285714285714286,1.28571428571429
0,0,0,0,0,0,0,0.285714285714286,0.785714285714286
0,0,0,0,0,0,0,0.0714285714285714,0.357142857142857
0,0.107142857142857,0.964285714285714,0,0,0.0714285714285714,0,0.0714285714285714,0.857142857142857
0,0,0,0,0,0,0,0.0714285714285714,0.357142857142857
0,0.107142857142857,0.964285714285714,0,0,0.0714285714285714,0,0.0714285714285714,0.785714285714286
0,0,0,0,0,0,0,0.0714285714285714,0.285714285714286
0,0.107142857142857,0.964285714285714,0,0,0.0714285714285714,0,0.0714285714285714,0.785714285714286
0,0,0,0,0,0,0,0.285714285714286,0.857142857142857
0,0.107142857142857,0.964285714285714,0,0,0.0714285714285714,0,0.285714285714286,1.35714285714286
