"team_g","team_s","team_b","aa_g","aa_s","aa_b","event_g","event_s","event_b"
0,0,0,0,0,0,0,0.257142857142857,0.214285714285714
0,0,0,0,0,0,0,0.0857142857142857,0
0,0,0,0,0,0,0,0,0
0.0642857142857143,0.385714285714286,0.0428571428571429,0,0,0.0428571428571429,0,0.342857142857143,0.0428571428571429
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.342857142857143,0.214285714285714
0,0,0,0,0,0,0,0.257142857142857,0.214285714285714
0.0642857142857143,0.385714285714286,0.0428571428571429,0,0,0.0428571428571429,0,0.6,0.257142857142857
0,0,0,0,0,0,0,0.257142857142857,0.214285714285714
0,0,0,0,0,0,0,0.0857142857142857,0
0.0642857142857143,0.385714285714286,0.0428571428571429,0,0,0.0428571428571429,0,0.428571428571429,0.0428571428571429
0,0,0,0,0,0,0,0.0857142857142857,0
0.0642857142857143,0.385714285714286,0.0428571428571429,0,0,0.0428571428571429,0,0.342857142857143,0.0428571428571429
0,0,0,0,0,0,0,0,0
0.0642857142857143,0.385714285714286,0.0428571428571429,0,0,0.0428571428571429,0,0.342857142857143,0.0428571428571429
0,0,0,0,0,0,0,0.342857142857143,0.214285714285714
0,0,0,0,0,0,0,0.257142857142857,0.214285714285714
0.0642857142857143,0.385714285714286,0.0428571428571429,0,0,0.0428571428571429,0,0.6,0.257142857142857
0,0,0,0,0,0,0,0.257142857142857,0.214285714285714
0,0,0,0,0,0,0,0.0857142857142857,0
0.0642857142857143,0.385714285714286,0.0428571428571429,0,0,0.0428571428571429,0,0.428571428571429,0.0428571428571429
0,0,0,0,0,0,0,0.0857142857142857,0
0.0642857142857143,0.385714285714286,0.0428571428571429,0,0,0.0428571428571429,0,0.342857142857143,0.0428571428571429
0,0,0,0,0,0,0,0,0
0.0642857142857143,0.385714285714286,0.0428571428571429,0,0,0.0428571428571429,0,0.342857142857143,0.0428571428571429
0,0,0,0,0,0,0,0.342857142857143,0.214285714285714
0.0642857142857143,0.385714285714286,0.0428571428571429,0,0,0.0428571428571429,0,0.685714285714286,0.257142857142857
0,0,0,0,0,0,0,0.342857142857143,0.214285714285714
0.0642857142857143,0.385714285714286,0.0428571428571429,0,0,0.0428571428571429,0,0.6,0.257142857142857
0,0,0,0,0,0,0,0.257142857142857,0.214285714285714
0.0642857142857143,0.385714285714286,0.0428571428571429,0,0,0.0428571428571429,0,0.6,0.257142857142857
0.0642857142857143,0.385714285714286,0.0428571428571429,0,0,0.0428571428571429,0,0.428571428571429,0.0428571428571429
0,0,0,0,0,0,0,0.0857142857142857,0
0.0642857142857143,0.385714285714286,0.0428571428571429,0,0,0.0428571428571429,0,0.428571428571429,0.0428571428571429
0.0642857142857143,0.385714285714286,0.0428571428571429,0,0,0.0428571428571429,0,0.342857142857143,0.0428571428571429
0,0,0,0,0,0,0,0.342857142857143,0.214285714285714
0,0,0,0,0,0,0,0.257142857142857,0.214285714285714
0,0,0,0,0,0.0428571428571429,0,0.6,0.257142857142857
0,0,0,0,0,0,0,0.257142857142857,0.214285714285714
0,0,0,0,0,0,0,0.0857142857142857,0
0,0,0,0,0,0.0428571428571429,0,0.428571428571429,0.0428571428571429
0,0,0,0,0,0,0,0.0857142857142857,0
0,0,0,0,0,0.0428571428571429,0,0.342857142857143,0.0428571428571429
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0428571428571429,0,0.342857142857143,0.0428571428571429
0,0,0,0,0,0,0,0.342857142857143,0.214285714285714
0,0,0,0,0,0.0428571428571429,0,0.685714285714286,0.257142857142857
0,0,0,0,0,0,0,0.342857142857143,0.214285714285714
0,0,0,0,0,0.0428571428571429,0,0.6,0.257142857142857
0,0,0,0,0,0,0,0.257142857142857,0.214285714285714
0,0,0,0,0,0.0428571428571429,0,0.6,0.257142857142857
0,0,0,0,0,0.0428571428571429,0,0.428571428571429,0.0428571428571429
0,0,0,0,0,0,0,0.0857142857142857,0
0,0,0,0,0,0.0428571428571429,0,0.428571428571429,0.0428571428571429
0,0,0,0,0,0.0428571428571429,0,0.342857142857143,0.0428571428571429
0,0,0,0,0,0,0,0.342857142857143,0.214285714285714
0,0,0,0,0,0.0428571428571429,0,0.685714285714286,0.257142857142857
0,0,0,0,0,0,0,0.342857142857143,0.214285714285714
0,0,0,0,0,0.0428571428571429,0,0.6,0.257142857142857
0,0,0,0,0,0,0,0.257142857142857,0.214285714285714
0,0,0,0,0,0.0428571428571429,0,0.6,0.257142857142857
0,0,0,0,0,0.0428571428571429,0,0.428571428571429,0.0428571428571429
0,0,0,0,0,0,0,0.0857142857142857,0
0,0,0,0,0,0.0428571428571429,0,0.428571428571429,0.0428571428571429
0,0,0,0,0,0.0428571428571429,0,0.342857142857143,0.0428571428571429
0,0,0,0,0,0.0428571428571429,0,0.685714285714286,0.257142857142857
0,0,0,0,0,0,0,0.342857142857143,0.214285714285714
0,0,0,0,0,0.0428571428571429,0,0.685714285714286,0.257142857142857
0,0,0,0,0,0.0428571428571429,0,0.6,0.257142857142857
0,0,0,0,0,0.0428571428571429,0,0.428571428571429,0.0428571428571429
0,0,0,0,0,0,0,0.342857142857143,0.214285714285714
0,0,0,0,0,0,0,0.257142857142857,0.214285714285714
0,0,0,0,0,0.0428571428571429,0,0.6,0.257142857142857
0,0,0,0,0,0,0,0.257142857142857,0.214285714285714
0,0,0,0,0,0,0,0.0857142857142857,0
0,0,0,0,0,0.0428571428571429,0,0.428571428571429,0.0428571428571429
0,0,0,0,0,0,0,0.0857142857142857,0
0,0,0,0,0,0.0428571428571429,0,0.342857142857143,0.0428571428571429
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0428571428571429,0,0.342857142857143,0.0428571428571429
0,0,0,0,0,0,0,0.342857142857143,0.214285714285714
0,0,0,0,0,0.0428571428571429,0,0.685714285714286,0.257142857142857
0,0,0,0,0,0,0,0.342857142857143,0.214285714285714
0,0,0,0,0,0.0428571428571429,0,0.6,0.257142857142857
0,0,0,0,0,0,0,0.257142857142857,0.214285714285714
0,0,0,0,0,0.0428571428571429,0,0.6,0.257142857142857
0,0,0,0,0,0.0428571428571429,0,0.428571428571429,0.0428571428571429
0,0,0,0,0,0,0,0.0857142857142857,0
0,0,0,0,0,0.0428571428571429,0,0.428571428571429,0.0428571428571429
0,0,0,0,0,0.0428571428571429,0,0.342857142857143,0.0428571428571429
0,0,0,0,0,0,0,0.342857142857143,0.214285714285714
0,0,0,0,0,0.0428571428571429,0,0.685714285714286,0.257142857142857
0,0,0,0,0,0,0,0.342857142857143,0.214285714285714
0,0,0,0,0,0.0428571428571429,0,0.6,0.257142857142857
0,0,0,0,0,0,0,0.257142857142857,0.214285714285714
0,0,0,0,0,0.0428571428571429,0,0.6,0.257142857142857
0,0,0,0,0,0.0428571428571429,0,0.428571428571429,0.0428571428571429
0,0,0,0,0,0,0,0.0857142857142857,0
0,0,0,0,0,0.0428571428571429,0,0.428571428571429,0.0428571428571429
0,0,0,0,0,0.0428571428571429,0,0.342857142857143,0.0428571428571429
0,0,0,0,0,0.0428571428571429,0,0.685714285714286,0.257142857142857
0,0,0,0,0,0,0,0.342857142857143,0.214285714285714
0,0,0,0,0,0.0428571428571429,0,0.685714285714286,0.257142857142857
0,0,0,0,0,0.0428571428571429,0,0.6,0.257142857142857
0,0,0,0,0,0.0428571428571429,0,0.428571428571429,0.0428571428571429
0,0,0,0,0,0,0,0.342857142857143,0.214285714285714
0,0,0,0,0,0.0428571428571429,0,0.685714285714286,0.257142857142857
0,0,0,0,0,0,0,0.342857142857143,0.214285714285714
0,0,0,0,0,0.0428571428571429,0,0.6,0.257142857142857
0,0,0,0,0,0,0,0.257142857142857,0.214285714285714
0,0,0,0,0,0.0428571428571429,0,0.6,0.257142857142857
