"team_g","team_s","team_b","aa_g","aa_s","aa_b","event_g","event_s","event_b"
0,0,0,0,0,0,1.22727272727273,0.935064935064935,0.467532467532468
0,0,0,0,0,0,1.4025974025974,0.935064935064935,0.525974025974026
0,0,0,0,0,0,1.22727272727273,0.935064935064935,0.584415584415584
0,0,0,0,0,0,1.22727272727273,0.935064935064935,0.467532467532468
0,0,0,0,0,0,1.22727272727273,0.935064935064935,0.467532467532468
0,0,0,0,0,0,1.22727272727273,0.935064935064935,0.467532467532468
0,0,0,0,0,0,1.22727272727273,0.935064935064935,0.525974025974026
0,0,0,0,0,0,1.22727272727273,0.935064935064935,0.467532467532468
0,0,0,0,0,0,1.22727272727273,0.935064935064935,0.525974025974026
0,0,0,0,0,0,1.4025974025974,0.935064935064935,0.642857142857143
0,0,0,0,0,0,1.22727272727273,0.701298701298701,0.525974025974026
0,0,0,0,0,0,1.05194805194805,0.701298701298701,0.584415584415584
0,0,0,0,0,0,1.05194805194805,0.701298701298701,0.467532467532468
0,0,0,0,0,0,1.05194805194805,0.701298701298701,0.467532467532468
0,0,0,0,0,0,1.05194805194805,0.701298701298701,0.467532467532468
0,0,0,0,0,0,1.05194805194805,0.701298701298701,0.525974025974026
0,0,0,0,0,0,1.05194805194805,0.701298701298701,0.467532467532468
0,0,0,0,0,0,1.05194805194805,0.701298701298701,0.525974025974026
0,0,0,0,0,0,1.22727272727273,0.701298701298701,0.642857142857143
0,0,0,0,0,0,1.22727272727273,0.701298701298701,0.642857142857143
0,0,0,0,0,0,1.22727272727273,0.701298701298701,0.525974025974026
0,0,0,0,0,0,1.22727272727273,0.701298701298701,0.525974025974026
0,0,0,0,0,0,1.22727272727273,0.701298701298701,0.525974025974026
0,0,0,0,0,0,1.22727272727273,0.701298701298701,0.584415584415584
0,0,0,0,0,0,1.22727272727273,0.701298701298701,0.525974025974026
0,0,0,0,0,0,1.22727272727273,0.701298701298701,0.584415584415584
0,0,0,0,0,0,1.4025974025974,0.701298701298701,0.701298701298701
0,0,0,0,0,0,1.05194805194805,0.701298701298701,0.584415584415584
0,0,0,0,0,0,1.05194805194805,0.701298701298701,0.584415584415584
0,0,0,0,0,0,1.05194805194805,0.701298701298701,0.584415584415584
